Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
E:\udacity\IMG\robocam_2017_06_03_19_53_22_590.jpg;0;1;0;5.014296;121.131;103.253;1.404324;34.30564;-0.001412512
E:\udacity\IMG\robocam_2017_06_03_19_53_22_639.jpg;0;1;0;5.005224;121.2975;103.3657;1.433576;34.28202;-0.001343193
E:\udacity\IMG\robocam_2017_06_03_19_53_22_690.jpg;0;1;0;4.998406;121.5475;103.5347;1.481298;34.24335;-0.001497272
E:\udacity\IMG\robocam_2017_06_03_19_53_22_739.jpg;2.249078;1;0;5.008895;121.7141;103.6474;1.515451;34.25785;-0.00182558
E:\udacity\IMG\robocam_2017_06_03_19_53_22_790.jpg;4.499507;1;0;5.005787;121.9625;103.817;1.48554;34.5114;-0.004231123
E:\udacity\IMG\robocam_2017_06_03_19_53_22_840.jpg;6.754218;1;0;5.010379;122.2077;103.988;1.412064;35.08477;0.01913552
E:\udacity\IMG\robocam_2017_06_03_19_53_22_890.jpg;9.008739;1;0;5.008551;122.3701;104.1048;1.377306;35.67193;0.08567285
E:\udacity\IMG\robocam_2017_06_03_19_53_22_940.jpg;6.760458;1;0;5.014699;122.5312;104.2225;1.321331;36.32441;0.1603278
E:\udacity\IMG\robocam_2017_06_03_19_53_22_990.jpg;4.514947;1;0;5.042505;122.7701;104.3992;1.151369;37.19046;0.2325202
E:\udacity\IMG\robocam_2017_06_03_19_53_23_039.jpg;2.256318;1;0;5.014745;122.9286;104.5194;1.070457;37.63432;0.3183378
E:\udacity\IMG\robocam_2017_06_03_19_53_23_090.jpg;0.009442158;1;0;5.01183;123.166;104.7004;0.947932;38.01048;0.4194168
E:\udacity\IMG\robocam_2017_06_03_19_53_23_140.jpg;0.7745622;1;0;5.011969;123.3241;104.8215;0.8672644;38.11574;0.4663523
E:\udacity\IMG\robocam_2017_06_03_19_53_23_190.jpg;3.005444;1;0;5.01617;123.56;105.0051;0.7684076;38.31266;0.5559186
E:\udacity\IMG\robocam_2017_06_03_19_53_23_239.jpg;5.261115;1;0;5.004361;123.7166;105.1288;0.7163983;38.57613;0.6153259
E:\udacity\IMG\robocam_2017_06_03_19_53_23_290.jpg;7.513165;1;0;5.004542;123.949;105.3167;0.6204472;39.22699;0.7211104
E:\udacity\IMG\robocam_2017_06_03_19_53_23_340.jpg;8.274029;1;0;5.038103;124.177;105.5069;0.446241;40.16852;0.8089191
E:\udacity\IMG\robocam_2017_06_03_19_53_23_390.jpg;6.025396;1;0;5.001577;124.3277;105.6358;0.3452027;40.8216;0.8788691
E:\udacity\IMG\robocam_2017_06_03_19_53_23_439.jpg;3.776805;1;0;5.012162;124.4777;105.7658;0.2404109;41.39681;0.9379733
E:\udacity\IMG\robocam_2017_06_03_19_53_23_490.jpg;1.524606;1;0;5.011592;124.7015;105.9627;0.09930785;41.98933;1.018963
E:\udacity\IMG\robocam_2017_06_03_19_53_23_540.jpg;0;1;0;5.011586;124.9246;106.1612;359.9846;42.26421;1.067297
E:\udacity\IMG\robocam_2017_06_03_19_53_23_590.jpg;0;1;0;5.011943;125.0737;106.2946;359.9669;42.33023;1.071784
E:\udacity\IMG\robocam_2017_06_03_19_53_23_640.jpg;0;1;0;5.010142;125.2979;106.4961;0.01164806;42.36561;1.039703
E:\udacity\IMG\robocam_2017_06_03_19_53_23_690.jpg;0;1;0;5.011491;125.4473;106.6311;0.05981985;42.37268;1.009773
E:\udacity\IMG\robocam_2017_06_03_19_53_23_740.jpg;0;1;0;5.011751;125.6716;106.8342;0.1603312;42.37171;0.9351345
E:\udacity\IMG\robocam_2017_06_03_19_53_23_790.jpg;0;1;0;5.004394;125.8212;106.97;0.2557723;42.37329;0.8811486
E:\udacity\IMG\robocam_2017_06_03_19_53_23_840.jpg;0;1;0;5.017604;126.0457;107.1736;0.3984686;42.36389;0.7602112
E:\udacity\IMG\robocam_2017_06_03_19_53_23_890.jpg;0;1;0;5.017336;126.1956;107.3096;0.5073604;42.3587;0.6692545
E:\udacity\IMG\robocam_2017_06_03_19_53_23_940.jpg;-0.7544883;1;0;5.006982;126.4207;107.514;0.6931903;42.33918;0.5247654
E:\udacity\IMG\robocam_2017_06_03_19_53_23_990.jpg;-2.999311;1;0;5.008324;126.5714;107.6497;0.8243692;42.21576;0.407037
E:\udacity\IMG\robocam_2017_06_03_19_53_24_040.jpg;-5.251185;1;0;5.014105;126.7991;107.8516;1.032023;41.77619;0.187139
E:\udacity\IMG\robocam_2017_06_03_19_53_24_090.jpg;-7.501034;1;0;5.013694;126.9527;107.9846;1.18358;41.2719;0.005065986
E:\udacity\IMG\robocam_2017_06_03_19_53_24_140.jpg;-9.756231;1;0;5.011056;127.1834;108.1817;1.340231;40.29039;359.8057
E:\udacity\IMG\robocam_2017_06_03_19_53_24_190.jpg;-12.00118;1;0;5.009097;127.3375;108.3103;1.360503;39.40798;359.701
E:\udacity\IMG\robocam_2017_06_03_19_53_24_240.jpg;-14.25364;1;0;5.009501;127.5697;108.497;1.218785;37.66538;359.5757
E:\udacity\IMG\robocam_2017_06_03_19_53_24_290.jpg;-15;1;0;5.007401;127.726;108.6163;1.019921;36.28089;359.4828
E:\udacity\IMG\robocam_2017_06_03_19_53_24_340.jpg;-15;1;0;5.006814;127.9644;108.787;0.604381;34.01486;359.2867
E:\udacity\IMG\robocam_2017_06_03_19_53_24_390.jpg;-14.2608;1;0;5.012279;128.1273;108.8944;0.3275249;32.5269;359.0518
E:\udacity\IMG\robocam_2017_06_03_19_53_24_440.jpg;-12.00199;1;0;5.006435;128.375;109.05;359.9164;30.55561;358.7189
E:\udacity\IMG\robocam_2017_06_03_19_53_24_490.jpg;-9.755407;1;0;5.00215;128.543;109.1536;359.7887;29.53014;358.6343
E:\udacity\IMG\robocam_2017_06_03_19_53_24_540.jpg;-10.5061;1;0;5.00177;128.7999;109.307;359.766;28.29076;358.6554
E:\udacity\IMG\robocam_2017_06_03_19_53_24_590.jpg;-12.75357;1;0;5.001468;128.9749;109.4073;359.8788;27.47514;358.7793
E:\udacity\IMG\robocam_2017_06_03_19_53_24_640.jpg;-15;1;0;5.008129;129.2466;109.547;0.1659673;25.52016;358.8209
E:\udacity\IMG\robocam_2017_06_03_19_53_24_690.jpg;-15;1;0;5.006576;129.4283;109.6332;0.2420168;24.07111;358.8132
E:\udacity\IMG\robocam_2017_06_03_19_53_24_740.jpg;-15;1;0;5.00631;129.7015;109.7538;0.1905097;21.81586;358.8112
E:\udacity\IMG\robocam_2017_06_03_19_53_24_790.jpg;-14.22278;1;0;5.005595;129.8843;109.828;0.05221755;20.31281;358.7999
E:\udacity\IMG\robocam_2017_06_03_19_53_24_840.jpg;-11.99668;1;0;5.027878;130.1627;109.9319;359.8926;18.29348;358.7967
E:\udacity\IMG\robocam_2017_06_03_19_53_24_890.jpg;-9.748246;1;0;5.01707;130.3528;109.9963;359.9333;17.17426;358.776
E:\udacity\IMG\robocam_2017_06_03_19_53_24_940.jpg;-7.498344;1;0;5.003664;130.6411;110.0868;0.0484872;15.79786;358.763
E:\udacity\IMG\robocam_2017_06_03_19_53_24_990.jpg;-5.247632;1;0;5.005296;130.8321;110.1448;0.02941976;15.10468;358.8408
E:\udacity\IMG\robocam_2017_06_03_19_53_25_040.jpg;-2.994866;1;0;5.015491;131.1209;110.226;359.99;14.26364;358.9498
E:\udacity\IMG\robocam_2017_06_03_19_53_25_090.jpg;-0.7411409;1;0;5.010386;131.315;110.2766;0.005142972;13.93772;358.962
E:\udacity\IMG\robocam_2017_06_03_19_53_25_140.jpg;0;1;0;5.011455;131.6072;110.3508;0.05347617;13.71671;358.972
E:\udacity\IMG\robocam_2017_06_03_19_53_25_190.jpg;0;1;0;5.011701;131.8023;110.3998;0.09317247;13.65723;358.997
E:\udacity\IMG\robocam_2017_06_03_19_53_25_241.jpg;0;1;0;5.011711;132.0953;110.4727;0.1623951;13.62208;359.066
E:\udacity\IMG\robocam_2017_06_03_19_53_25_290.jpg;0;1;0;5.019326;132.2913;110.5208;0.2409188;13.60597;359.112
E:\udacity\IMG\robocam_2017_06_03_19_53_25_340.jpg;0;1;0;5.005978;132.5857;110.593;0.3759282;13.59805;359.2082
E:\udacity\IMG\robocam_2017_06_03_19_53_25_390.jpg;0;1;0;5.006132;132.7821;110.641;0.472355;13.60031;359.2884
E:\udacity\IMG\robocam_2017_06_03_19_53_25_441.jpg;0;1;0;5.016818;133.0767;110.7132;0.626138;13.6114;359.4266
E:\udacity\IMG\robocam_2017_06_03_19_53_25_490.jpg;0;1;0;5.014627;133.2735;110.7612;0.7453613;13.62231;359.5197
E:\udacity\IMG\robocam_2017_06_03_19_53_25_541.jpg;0;1;0;5.008676;133.569;110.8335;0.94244;13.64213;359.6644
E:\udacity\IMG\robocam_2017_06_03_19_53_25_591.jpg;0;1;0;5.00895;133.766;110.8818;1.076445;13.66193;359.7661
E:\udacity\IMG\robocam_2017_06_03_19_53_25_641.jpg;0;1;0;5.018248;134.0614;110.9546;1.284542;13.70404;359.9199
E:\udacity\IMG\robocam_2017_06_03_19_53_25_691.jpg;-2.251321;1;0;5.024806;134.2585;111.0024;1.418921;13.66121;-0.003798377
E:\udacity\IMG\robocam_2017_06_03_19_53_25_741.jpg;-2.995677;1;0;5.014591;134.5538;111.071;1.551243;13.34422;-0.002126676
E:\udacity\IMG\robocam_2017_06_03_19_53_25_791.jpg;-0.7524757;1;0;5.012599;134.7491;111.116;1.499188;13.12494;-0.0001341951
E:\udacity\IMG\robocam_2017_06_03_19_53_25_841.jpg;0;1;0;5.00391;135.0397;111.1824;1.40973;12.94247;-0.001202904
E:\udacity\IMG\robocam_2017_06_03_19_53_25_891.jpg;0;1;0;5.010854;135.2348;111.2267;1.380366;12.88959;-0.001526137
E:\udacity\IMG\robocam_2017_06_03_19_53_25_941.jpg;0;1;0;5.01642;135.5277;111.2928;1.352602;12.82637;-0.001075094
E:\udacity\IMG\robocam_2017_06_03_19_53_25_990.jpg;0;1;0;5.0236;135.7231;111.3367;1.343476;12.7761;-9.943859E-05
E:\udacity\IMG\robocam_2017_06_03_19_53_26_041.jpg;0;1;0;5.01411;136.0169;111.4023;1.350039;12.74005;-0.001398389
E:\udacity\IMG\robocam_2017_06_03_19_53_26_091.jpg;0;1;0;5.016397;136.2129;111.4459;1.362088;12.71552;-0.00120667
E:\udacity\IMG\robocam_2017_06_03_19_53_26_141.jpg;0;1;0;4.997541;136.5071;111.5112;1.389391;12.67257;-0.00140802
E:\udacity\IMG\robocam_2017_06_03_19_53_26_191.jpg;0;1;0;5.014269;136.7033;111.5546;1.414049;12.64989;-0.001424475
E:\udacity\IMG\robocam_2017_06_03_19_53_26_241.jpg;0;1;0;5.005342;136.9981;111.6195;1.460647;12.62507;-0.001800233
E:\udacity\IMG\robocam_2017_06_03_19_53_26_291.jpg;0;1;0;4.998567;137.1947;111.6627;1.495094;12.6133;-0.002284675
E:\udacity\IMG\robocam_2017_06_03_19_53_26_341.jpg;-2.248322;1;0;5.010806;137.4884;111.7265;1.509273;12.44641;-0.001044848
E:\udacity\IMG\robocam_2017_06_03_19_53_26_391.jpg;-4.499345;1;0;5.020175;137.6845;111.7679;1.501538;12.21806;-0.001053705
E:\udacity\IMG\robocam_2017_06_03_19_53_26_441.jpg;-5.23896;1;0;5.013927;137.9794;111.828;1.502385;11.63651;-5.124403E-06
E:\udacity\IMG\robocam_2017_06_03_19_53_26_491.jpg;-2.994152;1;0;5.015883;138.1762;111.8673;1.507647;11.26283;-0.001351351
E:\udacity\IMG\robocam_2017_06_03_19_53_26_541.jpg;-0.7374139;1;0;5.00439;138.4713;111.9253;1.485647;10.84443;-0.001435463
E:\udacity\IMG\robocam_2017_06_03_19_53_26_591.jpg;0;1;0;4.995065;138.6675;111.9633;1.45667;10.71268;-0.003142529
E:\udacity\IMG\robocam_2017_06_03_19_53_26_640.jpg;0;1;0;5.009155;138.9628;112.0198;1.439157;10.63624;-0.004536623
E:\udacity\IMG\robocam_2017_06_03_19_53_26_691.jpg;-1.501047;1;0;5.006285;139.16;112.0569;1.436772;10.58159;-0.004675188
E:\udacity\IMG\robocam_2017_06_03_19_53_26_741.jpg;-3.752084;1;0;5.028678;139.4555;112.1113;1.434676;10.33455;-0.003586706
E:\udacity\IMG\robocam_2017_06_03_19_53_26_791.jpg;-6.00824;1;0;5.012053;139.6532;112.1463;1.445286;10.01363;-0.003799648
E:\udacity\IMG\robocam_2017_06_03_19_53_26_841.jpg;-8.256183;1;0;5.016126;139.9501;112.1954;1.459801;9.24514;359.9492
E:\udacity\IMG\robocam_2017_06_03_19_53_26_891.jpg;-10.50521;1;0;5.015258;140.1472;112.226;1.398426;8.504158;359.9371
E:\udacity\IMG\robocam_2017_06_03_19_53_26_941.jpg;-12.75653;1;0;4.957617;140.4426;112.2643;1.27791;7.076286;359.7982
E:\udacity\IMG\robocam_2017_06_03_19_53_26_991.jpg;-15;1;0;5.007319;140.6393;112.286;1.13504;5.881531;359.693
E:\udacity\IMG\robocam_2017_06_03_19_53_27_041.jpg;-15;1;0;5.036884;140.9339;112.3101;0.8546515;3.7416;359.4613
E:\udacity\IMG\robocam_2017_06_03_19_53_27_091.jpg;-15;1;0;5.001072;141.1292;112.321;0.6093019;2.312088;359.2777
E:\udacity\IMG\robocam_2017_06_03_19_53_27_141.jpg;-15;1;0;5.008757;141.4215;112.3284;0.181784;0.1584854;358.9258
E:\udacity\IMG\robocam_2017_06_03_19_53_27_191.jpg;-15;0.9506788;0;5.005763;141.6165;112.3288;359.9071;358.7569;358.7142
E:\udacity\IMG\robocam_2017_06_03_19_53_27_241.jpg;-15;0.800589;0;5.000041;141.9124;112.3245;359.726;356.8911;358.5336
E:\udacity\IMG\robocam_2017_06_03_19_53_27_291.jpg;-15;0.6504532;0;4.9972;142.1119;112.3179;359.7417;355.6995;358.519
E:\udacity\IMG\robocam_2017_06_03_19_53_27_341.jpg;-15;0.5005534;0;4.989248;142.4133;112.3005;359.9344;353.8676;358.6199
E:\udacity\IMG\robocam_2017_06_03_19_53_27_391.jpg;-12.74995;0.3505501;0;4.982244;142.6134;112.2829;0.03951137;352.525;358.7141
E:\udacity\IMG\robocam_2017_06_03_19_53_27_441.jpg;-10.49776;0;0.0496445;4.988729;142.909;112.2483;359.9814;350.5945;358.8883
E:\udacity\IMG\robocam_2017_06_03_19_53_27_491.jpg;-8.247457;0;0.199665;4.97168;143.1036;112.2169;359.9167;349.5879;358.8796
E:\udacity\IMG\robocam_2017_06_03_19_53_27_541.jpg;-5.996447;0;0.3497323;4.914662;143.3917;112.1645;359.8416;348.4682;358.868
E:\udacity\IMG\robocam_2017_06_03_19_53_27_591.jpg;-3.747963;0;0.4996312;4.858253;143.5808;112.128;359.7943;347.8816;358.9068
E:\udacity\IMG\robocam_2017_06_03_19_53_27_641.jpg;-1.496724;0;0.6497139;4.756693;143.8589;112.0711;359.7165;347.2071;359.0182
E:\udacity\IMG\robocam_2017_06_03_19_53_27_691.jpg;0;0;0.7998767;4.667288;144.0391;112.0329;359.6237;346.9338;359.1436
E:\udacity\IMG\robocam_2017_06_03_19_53_27_741.jpg;0;0;0.9498431;4.511638;144.2987;111.9765;359.3564;346.7007;359.3997
E:\udacity\IMG\robocam_2017_06_03_19_53_27_792.jpg;-1.500831;0;1;4.394195;144.4649;111.9394;359.1099;346.4734;359.6106
E:\udacity\IMG\robocam_2017_06_03_19_53_27_841.jpg;-3.759068;0;1;4.227098;144.704;111.8836;358.6663;345.9722;359.9641
E:\udacity\IMG\robocam_2017_06_03_19_53_27_891.jpg;-6.011442;0;1;4.121949;144.8587;111.8443;358.4188;345.7484;0.1086706
E:\udacity\IMG\robocam_2017_06_03_19_53_27_941.jpg;-8.25694;0;1;4.002519;145.0865;111.782;358.2004;345.3938;0.1072477
E:\udacity\IMG\robocam_2017_06_03_19_53_27_992.jpg;-10.50598;0;1;3.920718;145.2355;111.7401;358.1267;345.08;0.02063751
E:\udacity\IMG\robocam_2017_06_03_19_53_28_041.jpg;-12.75869;0;1;3.800163;145.457;111.6759;358.2841;344.4965;359.7737
E:\udacity\IMG\robocam_2017_06_03_19_53_28_091.jpg;-15;0;1;3.718495;145.602;111.6351;358.442;344.2042;359.7007
E:\udacity\IMG\robocam_2017_06_03_19_53_28_141.jpg;-15;0;1;3.571726;145.8115;111.5736;358.7265;344.0183;359.6473
E:\udacity\IMG\robocam_2017_06_03_19_53_28_191.jpg;-15;0;1;3.36995;145.9389;111.532;358.7486;343.3785;359.5616
E:\udacity\IMG\robocam_2017_06_03_19_53_28_241.jpg;-15;0;1;3.147892;146.1146;111.4696;358.5769;341.8164;359.3944
E:\udacity\IMG\robocam_2017_06_03_19_53_28_292.jpg;-15;0;1;3.05244;146.2271;111.4286;358.4962;340.8585;359.3443
E:\udacity\IMG\robocam_2017_06_03_19_53_28_342.jpg;-15;0;1;2.896675;146.3887;111.3667;358.4235;339.9167;359.2945
E:\udacity\IMG\robocam_2017_06_03_19_53_28_391.jpg;-15;0;1;2.805958;146.4924;111.3256;358.4344;339.5174;359.2482
E:\udacity\IMG\robocam_2017_06_03_19_53_28_441.jpg;-15;0;1;2.693397;146.6437;111.2663;358.5474;338.8548;359.3286
E:\udacity\IMG\robocam_2017_06_03_19_53_28_491.jpg;-15;0;1;2.583043;146.7405;111.2265;358.6702;338.3423;359.4419
E:\udacity\IMG\robocam_2017_06_03_19_53_28_542.jpg;-15;0;1;2.437394;146.8765;111.1647;358.8765;337.1661;359.4998
E:\udacity\IMG\robocam_2017_06_03_19_53_28_592.jpg;-15;0;1;2.300799;146.9582;111.1218;358.9644;335.8474;359.3718
E:\udacity\IMG\robocam_2017_06_03_19_53_28_642.jpg;-15;0;0;2.119819;147.07;111.0613;358.9443;333.8218;359.2778
E:\udacity\IMG\robocam_2017_06_03_19_53_28_691.jpg;0;0;0;2.087477;147.1447;111.0226;358.9943;333.1452;359.3673
E:\udacity\IMG\robocam_2017_06_03_19_53_28_742.jpg;0;0;0;2.081717;147.2585;110.9651;359.1792;332.9771;359.6537
E:\udacity\IMG\robocam_2017_06_03_19_53_28_791.jpg;0;0;0;2.052542;147.3333;110.9268;359.298;333.038;359.8542
E:\udacity\IMG\robocam_2017_06_03_19_53_28_842.jpg;0;0;0;2.045226;147.4451;110.8696;359.4659;333.0571;0.1299727
E:\udacity\IMG\robocam_2017_06_03_19_53_28_891.jpg;0;0;0;2.040443;147.5192;110.8313;359.5778;333.0544;0.2864939
E:\udacity\IMG\robocam_2017_06_03_19_53_28_942.jpg;0;0;0;2.00553;147.628;110.7752;359.6735;333.202;0.4731025
E:\udacity\IMG\robocam_2017_06_03_19_53_28_992.jpg;0;0;0;2.000261;147.6997;110.7385;359.7061;333.2361;0.581446
E:\udacity\IMG\robocam_2017_06_03_19_53_29_042.jpg;0;0;0;1.993175;147.8068;110.684;359.7457;333.2472;0.7282741
E:\udacity\IMG\robocam_2017_06_03_19_53_29_092.jpg;-0.7538939;0;0;1.98847;147.8781;110.6474;359.7799;333.2281;0.7931442
E:\udacity\IMG\robocam_2017_06_03_19_53_29_142.jpg;-3.001959;0;0;1.9812;147.9841;110.5918;359.8246;333.032;0.8411648
E:\udacity\IMG\robocam_2017_06_03_19_53_29_192.jpg;-5.250415;0;0;1.963262;148.0489;110.553;359.6573;332.7621;0.6463806
E:\udacity\IMG\robocam_2017_06_03_19_53_29_242.jpg;-7.50614;0;0;1.944784;148.1407;110.4927;359.2372;332.0905;0.1063258
E:\udacity\IMG\robocam_2017_06_03_19_53_29_292.jpg;-9.754718;0;0.1001572;1.94125;148.2048;110.4526;359.1203;331.2979;359.8037
E:\udacity\IMG\robocam_2017_06_03_19_53_29_342.jpg;-12.00157;0;0.2499471;1.912856;148.3032;110.3926;359.1529;330.0989;359.5519
E:\udacity\IMG\robocam_2017_06_03_19_53_29_392.jpg;-12.76752;0;0.400163;1.862465;148.3662;110.352;359.2091;329.2042;359.4282
E:\udacity\IMG\robocam_2017_06_03_19_53_29_442.jpg;-10.52212;0;0.5498566;1.786154;148.4572;110.2922;359.3308;327.9363;359.3624
E:\udacity\IMG\robocam_2017_06_03_19_53_29_491.jpg;-8.272367;0;0.6998402;1.690567;148.5107;110.2551;359.2724;327.4507;359.3361
E:\udacity\IMG\robocam_2017_06_03_19_53_29_542.jpg;-6.019425;0;0.8500363;1.497287;148.5795;110.2074;358.942;326.98;359.3589
E:\udacity\IMG\robocam_2017_06_03_19_53_29_592.jpg;-3.76266;0;1;1.377408;148.6199;110.178;358.7299;326.7914;359.358
E:\udacity\IMG\robocam_2017_06_03_19_53_29_642.jpg;-1.51654;0;1;1.123388;148.664;110.1511;357.8072;326.4547;359.6473
E:\udacity\IMG\robocam_2017_06_03_19_53_29_692.jpg;0;0;1;0.9839297;148.6821;110.142;356.8109;326.0901;359.9392
E:\udacity\IMG\robocam_2017_06_03_19_53_29_742.jpg;0;0;1;0.7824309;148.6978;110.1353;355.11;326.1301;0.3050579
E:\udacity\IMG\robocam_2017_06_03_19_53_29_792.jpg;0;0;1;0.5461786;148.698;110.1298;354.1354;325.2465;0.03178393
E:\udacity\IMG\robocam_2017_06_03_19_53_29_842.jpg;0;0;1;0.3737611;148.6954;110.1281;352.8817;325.0034;359.6242
E:\udacity\IMG\robocam_2017_06_03_19_53_29_892.jpg;0;0;1;0.3184555;148.6949;110.1281;352.2565;324.9278;359.3196
E:\udacity\IMG\robocam_2017_06_03_19_53_29_942.jpg;0;0;1;0.2349369;148.6954;110.1295;351.6216;324.8136;358.8942
E:\udacity\IMG\robocam_2017_06_03_19_53_29_992.jpg;0;0;1;0.1546438;148.6958;110.1301;351.4011;324.7804;358.6973
E:\udacity\IMG\robocam_2017_06_03_19_53_30_042.jpg;0;0;1;0.06501153;148.6972;110.1314;351.4164;324.733;358.5805
E:\udacity\IMG\robocam_2017_06_03_19_53_30_092.jpg;0;0;1;-0.05803155;148.6979;110.1321;351.6036;324.7393;358.5758
E:\udacity\IMG\robocam_2017_06_03_19_53_30_142.jpg;0;0;1;-0.1527929;148.6988;110.1331;352.1323;324.8021;358.6731
E:\udacity\IMG\robocam_2017_06_03_19_53_30_192.jpg;0;0;1;-0.1944991;148.7001;110.134;352.6494;324.9113;358.8631
E:\udacity\IMG\robocam_2017_06_03_19_53_30_242.jpg;0;0;1;-0.2617762;148.7014;110.134;353.555;325.1123;359.1866
E:\udacity\IMG\robocam_2017_06_03_19_53_30_292.jpg;0;0;1;-0.2924049;148.7023;110.134;354.2566;325.2301;359.4289
E:\udacity\IMG\robocam_2017_06_03_19_53_30_342.jpg;0;0;0;-0.3236395;148.7012;110.1333;355.1495;325.1586;0.009705023
E:\udacity\IMG\robocam_2017_06_03_19_53_30_392.jpg;0;0;0;-0.3249611;148.701;110.1335;355.6799;325.1689;0.5188856
E:\udacity\IMG\robocam_2017_06_03_19_53_30_442.jpg;0;0;0;-0.3289289;148.7022;110.1353;356.4504;325.357;1.408449
E:\udacity\IMG\robocam_2017_06_03_19_53_30_492.jpg;0;0;0;-0.3355061;148.7014;110.1347;357.0315;325.2764;1.848871
E:\udacity\IMG\robocam_2017_06_03_19_53_30_542.jpg;0;0;0;-0.3329144;148.701;110.1346;357.9019;325.2577;2.544096
E:\udacity\IMG\robocam_2017_06_03_19_53_30_593.jpg;0;0;0;-0.3241795;148.7015;110.1354;358.4304;325.3237;3.08566
E:\udacity\IMG\robocam_2017_06_03_19_53_30_642.jpg;0;0;0;-0.3169154;148.7007;110.1351;359.2219;325.2365;3.769992
E:\udacity\IMG\robocam_2017_06_03_19_53_30_693.jpg;0;-0.05053337;0;-0.2838185;148.7005;110.1352;359.7548;325.3975;4.183609
E:\udacity\IMG\robocam_2017_06_03_19_53_30_743.jpg;0;-0.2003206;0;-0.2923343;148.696;110.1378;0.3743009;325.5043;4.664871
E:\udacity\IMG\robocam_2017_06_03_19_53_30_793.jpg;0;-0.3501853;0;-0.3335551;148.69;110.1402;0.7620866;325.7359;4.805958
E:\udacity\IMG\robocam_2017_06_03_19_53_30_842.jpg;0;-0.5002382;0;-0.3642291;148.6788;110.147;1.260866;326.0063;4.843238
E:\udacity\IMG\robocam_2017_06_03_19_53_30_892.jpg;0;-0.6504396;0;-0.3595296;148.6689;110.1529;1.460416;326.2256;4.747598
E:\udacity\IMG\robocam_2017_06_03_19_53_30_942.jpg;0;-0.8003196;0;-0.3774379;148.6514;110.1619;1.634599;326.5233;4.288843
E:\udacity\IMG\robocam_2017_06_03_19_53_30_992.jpg;0;-0.9504175;0;-0.4052094;148.6382;110.1677;1.688405;326.6064;3.743824
E:\udacity\IMG\robocam_2017_06_03_19_53_31_042.jpg;0;-1;0;-0.4574134;148.6158;110.177;1.688671;326.9101;2.654564
E:\udacity\IMG\robocam_2017_06_03_19_53_31_092.jpg;0;-1;0;-0.5098098;148.5963;110.1854;1.477964;327.1876;1.73747
E:\udacity\IMG\robocam_2017_06_03_19_53_31_142.jpg;0;-1;0;-0.6145213;148.5607;110.2039;0.8068215;327.3035;0.2068624
E:\udacity\IMG\robocam_2017_06_03_19_53_31_192.jpg;0;-1;0;-0.688895;148.533;110.2234;0.1314539;327.3433;359.3362
E:\udacity\IMG\robocam_2017_06_03_19_53_31_243.jpg;0;-1;0;-0.7097858;148.4921;110.2553;359.2293;327.5001;358.3728
E:\udacity\IMG\robocam_2017_06_03_19_53_31_292.jpg;0;-0.8500633;0;-0.7028111;148.466;110.276;358.7681;327.5268;357.901
E:\udacity\IMG\robocam_2017_06_03_19_53_31_343.jpg;0;-0.6999131;0;-0.6804507;148.4302;110.3062;358.3237;327.8297;357.4885
E:\udacity\IMG\robocam_2017_06_03_19_53_31_392.jpg;0;-0.5498845;0;-0.676311;148.4097;110.3259;358.2207;328.3725;357.4302
E:\udacity\IMG\robocam_2017_06_03_19_53_31_442.jpg;0;-0.3998073;0;-0.6912508;148.3836;110.3549;358.3515;329.6645;357.6616
E:\udacity\IMG\robocam_2017_06_03_19_53_31_493.jpg;0;-0.2499552;0;-0.6985778;148.3692;110.3743;358.6313;330.8186;358.0232
E:\udacity\IMG\robocam_2017_06_03_19_53_31_542.jpg;0;-0.09956365;0;-0.7321593;148.3448;110.3966;359.2484;331.5287;358.6419
E:\udacity\IMG\robocam_2017_06_03_19_53_31_593.jpg;0;0;0;-0.7367499;148.3265;110.4078;359.686;331.6458;359.0692
E:\udacity\IMG\robocam_2017_06_03_19_53_31_642.jpg;-2.24539;0;0;-0.7780684;148.2954;110.4237;0.2847892;331.609;359.661
E:\udacity\IMG\robocam_2017_06_03_19_53_31_692.jpg;-4.498238;0;0;-0.7818581;148.2741;110.4362;0.6071062;331.7059;0.1029833
E:\udacity\IMG\robocam_2017_06_03_19_53_31_743.jpg;-6.751692;0;0;-0.7487815;148.2368;110.4526;0.8089361;331.7771;0.3962432
E:\udacity\IMG\robocam_2017_06_03_19_53_31_793.jpg;-8.999973;0;0;-0.7191625;148.2117;110.4645;0.8299977;331.9623;0.5010701
E:\udacity\IMG\robocam_2017_06_03_19_53_31_843.jpg;-8.278636;0;0;-0.6509416;148.1744;110.4801;0.7624805;332.2286;0.4079413
E:\udacity\IMG\robocam_2017_06_03_19_53_31_892.jpg;-6.030734;0;0;-0.6288083;148.1469;110.4901;0.5330018;332.4626;0.1522973
E:\udacity\IMG\robocam_2017_06_03_19_53_31_943.jpg;-3.779913;0;0;-0.6018404;148.1025;110.5069;359.8848;332.9648;359.6006
E:\udacity\IMG\robocam_2017_06_03_19_53_31_993.jpg;-1.492794;0;0;-0.5915843;148.0734;110.5207;359.3672;332.9765;359.3016
E:\udacity\IMG\robocam_2017_06_03_19_53_32_043.jpg;0;0;0;-0.5784668;148.0341;110.5418;358.7774;332.9448;359.0251
